face_type_id,gender,cluster_id,member_id,alias_id,label,group_name,member_name,image_count,confidence,x,y
F10,F,9,aespa__giselle,aespa__giselle,에스파 지젤,aespa,Giselle,8,0.5859,0.1606,-0.0070
F07,F,2,aespa__karina,aespa__karina,에스파 카리나,aespa,Karina,7,0.5784,-0.2856,-0.1737
F03,F,8,aespa__ningning,aespa__ningning,에스파 닝닝,aespa,Ningning,8,0.5786,-0.1810,-0.0560
F09,F,0,aespa__winter,aespa__winter,에스파 윈터,aespa,Winter,8,0.6580,-0.0264,-0.1901
F02,F,1,ive__gaeul,ive__gaeul,아이브 가을,IVE,Gaeul,8,0.5997,0.1980,0.0324
F03,F,8,ive__leeseo,ive__leeseo,아이브 이서,IVE,Leeseo,8,0.7052,0.2098,0.1637
F01,F,4,ive__liz,ive__liz,아이브 리즈,IVE,Liz,18,0.6385,-0.0153,0.1394
F04,F,3,ive__rei,ive__rei,아이브 레이,IVE,Rei,8,0.6388,0.0934,0.0556
F03,F,8,ive__wonyoung,ive__wonyoung,아이브 장원영,IVE,Wonyoung,11,0.6899,-0.0349,-0.1198
F03,F,8,ive__yujin,ive__yujin,아이브 안유진,IVE,Yujin,8,0.6336,0.0852,0.1353
F05,F,7,le_sserafim__hong_eunchae,le_sserafim__hong_eunchae,르세라핌 홍은채,LE SSERAFIM,Hong Eunchae,7,0.6273,-0.0414,0.1505
F05,F,7,le_sserafim__huh_yunjin,le_sserafim__huh_yunjin,르세라핌 허윤진,LE SSERAFIM,Huh Yunjin,10,0.6693,0.0181,0.2353
F09,F,0,le_sserafim__kazuha,le_sserafim__kazuha,르세라핌 카즈하,LE SSERAFIM,Kazuha,8,0.6956,0.2747,-0.1012
F09,F,0,le_sserafim__kim_chaewon,le_sserafim__kim_chaewon,르세라핌 김채원,LE SSERAFIM,Kim Chaewon,8,0.3621,0.1410,-0.1266
F03,F,8,le_sserafim__sakura,le_sserafim__sakura,르세라핌 사쿠라,LE SSERAFIM,Sakura,8,0.5833,0.0553,0.0767
F02,F,1,newjeans__danielle,newjeans__danielle,뉴진스 다니엘,NewJeans,Danielle,20,0.7368,-0.1428,0.0743
F08,F,5,newjeans__haerin,newjeans__haerin,뉴진스 해린,NewJeans,Haerin,9,0.7522,-0.3036,-0.0096
F05,F,7,newjeans__hanni,newjeans__hanni,뉴진스 하니,NewJeans,Hanni,12,0.6848,-0.2870,0.1888
F08,F,5,newjeans__hyein,newjeans__hyein,뉴진스 혜인,NewJeans,Hyein,12,0.6979,-0.1698,0.1068
F08,F,5,newjeans__minji,newjeans__minji,뉴진스 민지,NewJeans,Minji,14,0.6695,-0.2592,-0.0251
F04,F,3,nmixx__bae,nmixx__bae,엔믹스 배,NMIXX,Bae,7,0.5333,-0.0843,0.1819
F01,F,4,nmixx__haewon,nmixx__haewon,엔믹스 해원,NMIXX,Haewon,8,0.6990,0.3423,0.1361
F01,F,4,nmixx__jiwoo,nmixx__jiwoo,엔믹스 지우,NMIXX,Jiwoo,8,0.5675,0.2084,0.1555
F07,F,2,nmixx__kyujin,nmixx__kyujin,엔믹스 규진,NMIXX,Kyujin,20,0.6522,-0.2914,-0.0121
F05,F,7,nmixx__lily,nmixx__lily,엔믹스 릴리,NMIXX,Lily,18,0.7043,-0.1086,0.3339
F01,F,4,nmixx__sullyoon,nmixx__sullyoon,엔믹스 설윤,NMIXX,Sullyoon,11,0.6608,0.1600,0.2515
F03,F,8,artms__choerry,artms__choerry,ARTMS 최리,ARTMS,Choerry,7,0.5082,-0.0924,0.0866
F04,F,3,artms__haseul,artms__haseul,ARTMS 하슬,ARTMS,HaSeul,7,0.6799,0.1080,-0.0509
F07,F,2,artms__jinsoul,artms__jinsoul,ARTMS 진솔,ARTMS,JinSoul,8,0.5284,-0.2853,-0.2176
F04,F,3,artms__kim_lip,artms__kim_lip,ARTMS 김립,ARTMS,Kim Lip,8,0.7012,0.3277,-0.0308
F03,F,8,fifty_fifty__aran,fifty_fifty__aran,FIFTY FIFTY 아란,FIFTY FIFTY,Aran,8,0.6932,0.1228,0.0493
F03,F,8,fifty_fifty__athena,fifty_fifty__athena,FIFTY FIFTY 아테나,FIFTY FIFTY,Athena,8,0.5916,-0.0040,0.1926
F05,F,7,fifty_fifty__hana,fifty_fifty__hana,FIFTY FIFTY 하나,FIFTY FIFTY,Hana,6,0.5265,-0.0634,0.1242
F07,F,2,fifty_fifty__keena,fifty_fifty__keena,FIFTY FIFTY 키나,FIFTY FIFTY,Keena,8,0.5010,-0.1559,-0.1978
F02,F,1,fifty_fifty__saena,fifty_fifty__saena,FIFTY FIFTY 새나,FIFTY FIFTY,Saena,8,0.6516,0.2230,-0.3832
F03,F,8,fifty_fifty__sio,fifty_fifty__sio,FIFTY FIFTY 시오,FIFTY FIFTY,Sio,8,0.6461,0.1347,0.1761
F03,F,8,fifty_fifty__yewon,fifty_fifty__yewon,FIFTY FIFTY 예원,FIFTY FIFTY,Yewon,8,0.6206,0.2627,0.0807
F03,F,8,h1_key__hwiseo,h1_key__hwiseo,H1-KEY 휘서,H1-KEY,Hwiseo,7,0.4692,-0.0380,-0.0768
F01,F,4,h1_key__riina,h1_key__riina,H1-KEY 리이나,H1-KEY,Riina,8,0.6550,0.0219,-0.0709
F09,F,0,h1_key__seoi,h1_key__seoi,H1-KEY 서이,H1-KEY,Seoi,6,0.5815,0.0521,0.1917
F05,F,7,h1_key__sitala,h1_key__sitala,H1-KEY 시탈라,H1-KEY,Sitala,7,0.7741,-0.2758,0.1288
F08,F,5,h1_key__yel,h1_key__yel,H1-KEY 옐,H1-KEY,Yel,6,0.5538,-0.1580,-0.3825
F01,F,4,hearts2hearts__a_na,hearts2hearts__a_na,Hearts2Hearts 에이나,Hearts2Hearts,A-na,8,0.6781,0.0953,0.2036
F05,F,7,hearts2hearts__carmen,hearts2hearts__carmen,Hearts2Hearts 카르멘,Hearts2Hearts,Carmen,8,0.6771,-0.1091,0.2365
F07,F,2,hearts2hearts__ian,hearts2hearts__ian,Hearts2Hearts 이안,Hearts2Hearts,Ian,8,0.6055,-0.2019,-0.0218
F04,F,3,hearts2hearts__jiwoo,hearts2hearts__jiwoo,Hearts2Hearts 지우,Hearts2Hearts,Jiwoo,7,0.5422,0.0187,-0.0078
F04,F,3,hearts2hearts__juun,hearts2hearts__juun,Hearts2Hearts 주은,Hearts2Hearts,Juun,8,0.6156,0.1886,-0.0639
F08,F,5,hearts2hearts__stella,hearts2hearts__stella,Hearts2Hearts 스텔라,Hearts2Hearts,Stella,8,0.6006,-0.1619,-0.1690
F05,F,7,hearts2hearts__ye_on,hearts2hearts__ye_on,Hearts2Hearts 예온,Hearts2Hearts,Ye-on,7,0.6331,0.0069,0.1586
F01,F,4,hearts2hearts__yuha,hearts2hearts__yuha,Hearts2Hearts 유하,Hearts2Hearts,Yuha,8,0.5731,-0.0539,0.2649
F07,F,2,illit__iroha,illit__iroha,ILLIT 이로하,ILLIT,Iroha,7,0.7152,-0.2146,0.0725
F03,F,8,illit__minju,illit__minju,ILLIT 민주,ILLIT,Minju,8,0.5969,-0.0213,0.2491
F03,F,8,illit__moka,illit__moka,ILLIT 모카,ILLIT,Moka,6,0.4359,-0.0485,0.1230
F02,F,1,illit__wonhee,illit__wonhee,ILLIT 원희,ILLIT,Wonhee,8,0.6408,0.1907,-0.1398
F01,F,4,illit__yunah,illit__yunah,ILLIT 윤아,ILLIT,Yunah,7,0.6503,-0.0623,0.2457
F08,F,5,izna__koko,izna__koko,izna 코코,izna,Koko,6,0.5608,-0.2108,-0.1706
F08,F,5,izna__mai,izna__mai,izna 마이,izna,Mai,5,0.6736,-0.3985,-0.0510
F03,F,8,katseye__yoonchae,katseye__yoonchae,KATSEYE 윤채,KATSEYE,Yoonchae,7,0.5374,-0.1175,0.0881
F02,F,1,kep1er__chaehyun,kep1er__chaehyun,Kep1er 채현,Kep1er,Chaehyun,8,0.5678,-0.0576,-0.2689
F02,F,1,kep1er__dayeon,kep1er__dayeon,Kep1er 다연,Kep1er,Dayeon,8,0.5542,-0.1568,0.0538
F10,F,9,kep1er__hikaru,kep1er__hikaru,Kep1er 히카루,Kep1er,Hikaru,8,0.5895,0.2514,0.0168
F01,F,4,kep1er__huening_bahiyyih,kep1er__huening_bahiyyih,Kep1er 휴닝바히에,Kep1er,Huening Bahiyyih,8,0.7649,0.1910,0.1739
F01,F,4,kep1er__mashiro,kep1er__mashiro,Kep1er 마시로,Kep1er,Mashiro,6,0.6138,-0.2158,0.2784
F03,F,8,kep1er__xiaoting,kep1er__xiaoting,Kep1er 샤오팅,Kep1er,Xiaoting,8,0.7031,0.0713,0.0251
F01,F,4,kep1er__yeseo,kep1er__yeseo,Kep1er 예서,Kep1er,Yeseo,7,0.5654,-0.1640,-0.1319
F02,F,1,kep1er__youngeun,kep1er__youngeun,Kep1er 영은,Kep1er,Youngeun,8,0.5496,0.1762,-0.3199
F04,F,3,kep1er__yujin,kep1er__yujin,Kep1er 유진,Kep1er,Yujin,8,0.6026,-0.1097,-0.2716
F03,F,8,kiiikiii__haum,kiiikiii__haum,KiiiKiii 하음,KiiiKiii,Haum,7,0.6186,-0.2414,0.0895
F02,F,1,kiiikiii__jiyu,kiiikiii__jiyu,KiiiKiii 지유,KiiiKiii,Jiyu,6,0.6127,-0.0132,-0.1716
F03,F,8,kiiikiii__kya,kiiikiii__kya,KiiiKiii 키야,KiiiKiii,Kya,7,0.5507,-0.1072,0.0864
F02,F,1,kiiikiii__leesol,kiiikiii__leesol,KiiiKiii 이솔,KiiiKiii,Leesol,6,0.7020,-0.1322,-0.2089
F02,F,1,kiiikiii__sui,kiiikiii__sui,KiiiKiii 수이,KiiiKiii,Sui,8,0.6756,0.0229,-0.0895
F01,F,4,kiss_of_life__belle,kiss_of_life__belle,KISS OF LIFE 벨,KISS OF LIFE,Belle,8,0.7016,0.1889,0.1371
F08,F,5,kiss_of_life__haneul,kiss_of_life__haneul,KISS OF LIFE 하늘,KISS OF LIFE,Haneul,8,0.6542,-0.1491,-0.0881
F06,F,6,kiss_of_life__julie,kiss_of_life__julie,KISS OF LIFE 쥴리,KISS OF LIFE,Julie,8,0.5896,0.0412,-0.1858
F06,F,6,kiss_of_life__natty,kiss_of_life__natty,KISS OF LIFE 나띠,KISS OF LIFE,Natty,8,0.5965,0.2151,0.0469
F03,F,8,meovv__anna,meovv__anna,MEOVV 안나,MEOVV,Anna,8,0.5629,-0.3016,0.2759
F08,F,5,meovv__ella,meovv__ella,MEOVV 엘라,MEOVV,Ella,8,0.6462,-0.3607,-0.0400
F03,F,8,meovv__gawon,meovv__gawon,MEOVV 가원,MEOVV,Gawon,7,0.5690,0.0154,0.0134
F07,F,2,meovv__narin,meovv__narin,MEOVV 나린,MEOVV,Narin,7,0.5868,-0.2309,0.1420
F03,F,8,meovv__sooin,meovv__sooin,MEOVV 수인,MEOVV,Sooin,7,0.6239,0.0551,-0.0996
F07,F,2,niziu__ayaka,niziu__ayaka,NiziU 아야카,NiziU,Ayaka,7,0.5932,-0.2310,-0.2347
F07,F,2,niziu__mako,niziu__mako,NiziU 마코,NiziU,Mako,8,0.6842,-0.2807,-0.2459
F04,F,3,niziu__maya,niziu__maya,NiziU 마야,NiziU,Maya,8,0.5512,-0.0918,0.1266
F09,F,0,niziu__mayuka,niziu__mayuka,NiziU 마유카,NiziU,Mayuka,7,0.5054,-0.1379,0.0083
F01,F,4,niziu__miihi,niziu__miihi,NiziU 미이히,NiziU,Miihi,8,0.5041,0.1250,0.2100
F05,F,7,niziu__nina,niziu__nina,NiziU 니나,NiziU,Nina,7,0.5721,-0.1876,0.1244
F01,F,4,niziu__riku,niziu__riku,NiziU 리쿠,NiziU,Riku,8,0.5307,-0.0138,0.1155
F01,F,4,niziu__rima,niziu__rima,NiziU 리마,NiziU,Rima,8,0.6404,-0.0608,0.4434
F06,F,6,niziu__rio,niziu__rio,NiziU 리오,NiziU,Rio,7,0.5506,-0.1630,-0.2118
F06,F,6,qwer__chodan,qwer__chodan,QWER 쵸단,QWER,Chodan,8,0.7142,-0.0566,-0.1626
F06,F,6,qwer__hina,qwer__hina,QWER 히나,QWER,Hina,8,0.7171,0.0957,-0.2207
F02,F,1,qwer__magenta,qwer__magenta,QWER 마젠타,QWER,Magenta,7,0.6064,0.1910,-0.2992
F05,F,7,qwer__siyeon,qwer__siyeon,QWER 시연,QWER,Siyeon,8,0.6111,-0.2622,-0.0239
F03,F,8,rescene__liv,rescene__liv,RESCENE 리브,RESCENE,Liv,8,0.5124,-0.0344,0.0779
F01,F,4,rescene__may,rescene__may,RESCENE 메이,RESCENE,May,8,0.4580,-0.1487,0.3745
F03,F,8,rescene__minami,rescene__minami,RESCENE 미나미,RESCENE,Minami,8,0.6037,-0.0558,0.2000
F09,F,0,rescene__woni,rescene__woni,RESCENE 원이,RESCENE,Woni,7,0.5872,-0.1044,0.0911
F03,F,8,rescene__zena,rescene__zena,RESCENE 제나,RESCENE,Zena,8,0.6368,0.1604,0.0521
F09,F,0,say_my_name__dohee,say_my_name__dohee,SAY MY NAME 도희,SAY MY NAME,Dohee,8,0.6585,0.0744,0.0042
F02,F,1,say_my_name__hitomi,say_my_name__hitomi,SAY MY NAME 히토미,SAY MY NAME,Hitomi,8,0.6446,0.3023,-0.1092
F03,F,8,say_my_name__junhwi,say_my_name__junhwi,SAY MY NAME 준휘,SAY MY NAME,Junhwi,8,0.5837,0.2337,-0.0155
F01,F,4,say_my_name__kanny,say_my_name__kanny,SAY MY NAME 카니,SAY MY NAME,Kanny,8,0.5611,-0.0547,0.2195
F06,F,6,say_my_name__mei,say_my_name__mei,SAY MY NAME 메이,SAY MY NAME,Mei,8,0.5724,0.4496,0.0134
F07,F,2,say_my_name__seungjoo,say_my_name__seungjoo,SAY MY NAME 승주,SAY MY NAME,Seungjoo,6,0.6375,-0.1077,-0.0270
F05,F,7,say_my_name__shuie,say_my_name__shuie,SAY MY NAME 슈이,SAY MY NAME,Shuie,7,0.3965,-0.3185,0.1266
F03,F,8,say_my_name__soha,say_my_name__soha,SAY MY NAME 소하,SAY MY NAME,Soha,7,0.6111,0.0692,0.2048
F04,F,3,stayc__isa,stayc__isa,STAYC 아이사,STAYC,Isa,8,0.4729,-0.1303,-0.1195
F01,F,4,stayc__j,stayc__j,STAYC 재이,STAYC,J,8,0.6032,0.1567,0.1672
F03,F,8,stayc__seeun,stayc__seeun,STAYC 세은,STAYC,Seeun,8,0.5882,-0.1825,0.1918
F10,F,9,stayc__sieun,stayc__sieun,STAYC 시은,STAYC,Sieun,8,0.6712,0.2495,0.1017
F09,F,0,stayc__sumin,stayc__sumin,STAYC 수민,STAYC,Sumin,8,0.4869,0.1204,-0.0440
F01,F,4,stayc__yoon,stayc__yoon,STAYC 윤,STAYC,Yoon,6,0.4958,0.0183,0.2668
F04,F,3,viviz__eunha,jung_eunbi,VIVIZ 은하,VIVIZ,Eunha,8,0.6182,0.1179,-0.1191
F06,F,6,viviz__sinb,hwang_eunbi,VIVIZ 신비,VIVIZ,SinB,8,0.6942,0.2141,-0.1418
F05,F,7,gfriend__umji,kim_yewon_umji,여자친구 엄지,GFRIEND,Umji,5,0.6618,-0.2408,-0.0289
F01,F,4,xg__chisa,xg__chisa,XG 치사,XG,Chisa,8,0.5694,-0.0114,0.0046
F07,F,2,xg__cocona,xg__cocona,XG 코코나,XG,Cocona,8,0.6327,-0.2009,-0.1551
F05,F,7,xg__harvey,xg__harvey,XG 하비,XG,Harvey,8,0.5090,0.0344,0.2862
F02,F,1,xg__hinata,xg__hinata,XG 히나타,XG,Hinata,8,0.5660,-0.0113,-0.0974
F07,F,2,xg__juria,xg__juria,XG 쥬리아,XG,Juria,8,0.4928,-0.2128,-0.1509
F05,F,7,xg__jurin,xg__jurin,XG 주린,XG,Jurin,8,0.6277,-0.1106,0.3525
F10,F,9,xg__maya,xg__maya,XG 마야,XG,Maya,7,0.4499,0.0205,0.1281
F04,F,3,adya__chaeeun,adya__chaeeun,ADYA 채은,ADYA,Chaeeun,5,0.5694,0.0038,0.1088
F01,F,4,adya__sena,adya__sena,ADYA 세나,ADYA,Sena,8,0.4835,0.0200,0.2845
F04,F,3,adya__seowon,adya__seowon,ADYA 서원,ADYA,Seowon,7,0.5554,0.2067,-0.0987
F07,F,2,adya__yeonsu,adya__yeonsu,ADYA 연수,ADYA,Yeonsu,5,0.5789,0.0100,-0.1980
F02,F,1,arise__alisa,arise__alisa,ARISE 알리사,ARISE,Alisa,5,0.4012,-0.0040,-0.2750
F04,F,3,arise__jihu,arise__jihu,ARISE 지후,ARISE,Jihu,5,0.6534,0.0609,-0.1880
F03,F,8,arise__minju,arise__minju,ARISE 민주,ARISE,Minju,7,0.5925,-0.0978,0.3317
F03,F,8,atheart__arin,atheart__arin,AtHeart 아린,AtHeart,Arin,5,0.6073,0.0663,-0.0571
F05,F,7,atheart__katelyn,atheart__katelyn,AtHeart 케이틀린,AtHeart,Katelyn,6,0.6327,-0.0629,0.3919
F05,F,7,atheart__nahyun,atheart__nahyun,AtHeart 나현,AtHeart,Nahyun,6,0.8076,-0.2831,0.1776
F03,F,8,baby_dont_cry__beni,baby_dont_cry__beni,Baby DONT Cry 베니,Baby DONT Cry,Beni,8,0.5458,0.0293,0.0023
F01,F,4,baby_dont_cry__kumi,baby_dont_cry__kumi,Baby DONT Cry 쿠미,Baby DONT Cry,Kumi,5,0.5157,0.1467,0.0908
F01,F,4,baby_dont_cry__mia,baby_dont_cry__mia,Baby DONT Cry 미아,Baby DONT Cry,Mia,6,0.6581,-0.0255,0.0984
F03,F,8,baby_dont_cry__yihyun,baby_dont_cry__yihyun,Baby DONT Cry 이현,Baby DONT Cry,Yihyun,7,0.7436,-0.1019,0.0249
F03,F,8,babymonster__ahyeon,babymonster__ahyeon,BABYMONSTER 아현,BABYMONSTER,Ahyeon,8,0.5836,0.0257,0.3146
F01,F,4,babymonster__asa,babymonster__asa,BABYMONSTER 아사,BABYMONSTER,Asa,8,0.5597,0.1723,0.2278
F08,F,5,babymonster__chiquita,babymonster__chiquita,BABYMONSTER 치키타,BABYMONSTER,Chiquita,8,0.5881,-0.4674,0.0942
F05,F,7,babymonster__pharita,babymonster__pharita,BABYMONSTER 파리타,BABYMONSTER,Pharita,8,0.6343,0.2159,0.0710
F02,F,1,babymonster__rami,babymonster__rami,BABYMONSTER 라미,BABYMONSTER,Rami,8,0.6355,0.1494,-0.0741
F02,F,1,babymonster__rora,babymonster__rora,BABYMONSTER 로라,BABYMONSTER,Rora,8,0.5297,0.1204,-0.1285
F08,F,5,babymonster__ruka,babymonster__ruka,BABYMONSTER 루카,BABYMONSTER,Ruka,7,0.4931,-0.1127,-0.2465
F01,F,4,badvillain__chloe_young,badvillain__chloe_young,BADVILLAIN 클로이영,BADVILLAIN,Chloe Young,7,0.5338,0.2760,0.1954
F06,F,6,badvillain__emma,badvillain__emma,BADVILLAIN 엠마,BADVILLAIN,Emma,6,0.5124,0.1085,-0.2118
F06,F,6,badvillain__ina,badvillain__ina,BADVILLAIN 이나,BADVILLAIN,INA,8,0.3740,0.2218,0.0784
F02,F,1,badvillain__kelly,badvillain__kelly,BADVILLAIN 켈리,BADVILLAIN,Kelly,5,0.5859,0.0510,-0.0988
F04,F,3,badvillain__vin,badvillain__vin,BADVILLAIN 빈,BADVILLAIN,Vin,6,0.5407,0.2551,0.0453
F02,F,1,badvillain__yunseo,badvillain__yunseo,BADVILLAIN 윤서,BADVILLAIN,YunSeo,8,0.4903,0.3220,-0.1333
F01,F,4,bewave__gowoon,bewave__gowoon,BEWAVE 고운,BEWAVE,Gowoon,8,0.5912,0.1721,0.2774
F05,F,7,bewave__jiun,bewave__jiun,BEWAVE 지언,BEWAVE,Jiun,13,0.4030,0.0474,0.1851
F04,F,3,bewave__lena,bewave__lena,BEWAVE 레나,BEWAVE,Lena,6,0.6056,0.1093,0.1539
F08,F,5,bewave__yunseul,bewave__yunseul,BEWAVE 윤슬,BEWAVE,Yunseul,10,0.5855,-0.2138,-0.3083
F06,F,6,bewave__zena,bewave__zena,BEWAVE 제나,BEWAVE,Zena,8,0.4647,0.0676,-0.0363
F09,F,0,billlie__haram,billlie__haram,Billlie 하람,Billlie,Haram,8,0.5942,-0.1025,0.0199
F04,F,3,billlie__haruna,billlie__haruna,Billlie 하루나,Billlie,Haruna,8,0.5967,0.0123,0.1348
F07,F,2,billlie__moon_sua,billlie__moon_sua,Billlie 문수아,Billlie,Moon Sua,8,0.5251,-0.3629,0.0210
F06,F,6,billlie__sheon,billlie__sheon,Billlie 션,Billlie,Sheon,7,0.6643,-0.0488,-0.1444
F03,F,8,billlie__siyoon,billlie__siyoon,Billlie 시윤,Billlie,Siyoon,7,0.5726,-0.1246,-0.0703
F06,F,6,billlie__suhyeon,billlie__suhyeon,Billlie 수현,Billlie,Suhyeon,7,0.6145,0.1502,-0.1321
F05,F,7,candy_shop__julia,candy_shop__julia,Candy Shop 줄리아,Candy Shop,Julia,6,0.7066,-0.0095,0.1904
F07,F,2,candy_shop__sarang,candy_shop__sarang,Candy Shop 사랑,Candy Shop,Sarang,6,0.5965,-0.2407,-0.2124
F03,F,8,candy_shop__soram,candy_shop__soram,Candy Shop 소람,Candy Shop,Soram,7,0.6544,0.1728,0.0243
F09,F,0,candy_shop__sui,candy_shop__sui,Candy Shop 수이,Candy Shop,Sui,8,0.5657,-0.0050,0.0815
F06,F,6,candy_shop__yuina,candy_shop__yuina,Candy Shop 유이나,Candy Shop,Yuina,7,0.7303,0.1578,0.0522
F07,F,2,class_y__boeun,class_y__boeun,CLASS:y 보은,CLASS:y,Boeun,7,0.6480,-0.1922,-0.1863
F02,F,1,class_y__chaewon,class_y__chaewon,CLASS:y 채원,CLASS:y,Chaewon,7,0.6444,0.2984,-0.3170
F06,F,6,class_y__hyeju,class_y__hyeju,CLASS:y 혜주,CLASS:y,Hyeju,7,0.6305,0.2997,-0.0831
F09,F,0,class_y__hyungseo,class_y__hyungseo,CLASS:y 형서,CLASS:y,Hyungseo,6,0.5542,0.0322,0.0531
F02,F,1,class_y__riwon,class_y__riwon,CLASS:y 리원,CLASS:y,Riwon,7,0.6553,-0.1059,-0.1786
F02,F,1,craxy__chaey,craxy__chaey,CRAXY 채이,CRAXY,ChaeY,6,0.5992,-0.0130,-0.2576
F03,F,8,craxy__hyejin,craxy__hyejin,CRAXY 혜진,CRAXY,Hyejin,5,0.5173,0.0796,-0.1452
F02,F,1,craxy__karin,craxy__karin,CRAXY 카린,CRAXY,Karin,7,0.6308,0.0451,-0.0887
F02,F,1,craxy__swan,craxy__swan,CRAXY 수안,CRAXY,Swan,8,0.5308,0.1208,-0.0891
F04,F,3,craxy__wooah,craxy__wooah,CRAXY 우아,CRAXY,Wooah,7,0.4843,0.2504,0.1423
F03,F,8,el7z_up__hwiseo,el7z_up__hwiseo,EL7Z UP 휘서,EL7Z UP,Hwiseo,8,0.5769,-0.0377,-0.0657
F02,F,1,el7z_up__kei,el7z_up__kei,EL7Z UP 케이,EL7Z UP,Kei,8,0.5539,0.0954,-0.1394
F07,F,2,el7z_up__nana,el7z_up__nana,EL7Z UP 나나,EL7Z UP,Nana,7,0.5764,-0.0677,-0.3107
F08,F,5,el7z_up__yeeun,el7z_up__yeeun,EL7Z UP 예은,EL7Z UP,Yeeun,7,0.5905,-0.2385,-0.1056
F01,F,4,el7z_up__yeonhee,el7z_up__yeonhee,EL7Z UP 연희,EL7Z UP,Yeonhee,7,0.6901,0.0930,0.0780
F09,F,0,el7z_up__yeoreum,el7z_up__yeoreum,EL7Z UP 여름,EL7Z UP,Yeoreum,5,0.6568,-0.0256,-0.2595
F01,F,4,el7z_up__yuki,el7z_up__yuki,EL7Z UP 유키,EL7Z UP,Yuki,7,0.7415,0.3910,0.2528
F06,F,6,geenius__yeyoung,geenius__yeyoung,지니어스 예영,Geenius,Yeyoung,6,0.7216,0.0408,0.0049
F02,F,1,heart_of_woman__chaei,heart_of_woman__chaei,HEART OF WOMAN 채이,HEART OF WOMAN,Chaei,5,0.6319,-0.0634,-0.1990
F04,F,3,i_met_u__cleo,i_met_u__cleo,I.MET.U 클레오,I.MET.U,Cleo,5,0.4831,-0.0270,-0.1085
F05,F,7,i_met_u__lea,i_met_u__lea,I.MET.U 리아,I.MET.U,Lea,11,0.4388,-0.2935,0.1118
F07,F,2,i_met_u__yerin,i_met_u__yerin,I.MET.U 예린,I.MET.U,Yerin,6,0.6033,-0.0518,-0.1744
F08,F,5,ichillin__chaerin,ichillin__chaerin,ICHILLIN' 채린,ICHILLIN',Chaerin,8,0.6417,-0.3962,-0.2821
F05,F,7,ichillin__chowon,ichillin__chowon,ICHILLIN' 초원,ICHILLIN',Chowon,6,0.4972,-0.0980,0.1253
F05,F,7,ichillin__e_ji,ichillin__e_ji,ICHILLIN' 이지,ICHILLIN',E.JI,7,0.4839,-0.0995,0.2431
F10,F,9,ichillin__jackie,ichillin__jackie,ICHILLIN' 재키,ICHILLIN',Jackie,8,0.5267,-0.0492,-0.0467
F01,F,4,ichillin__jiyoon,ichillin__jiyoon,ICHILLIN' 지윤,ICHILLIN',Jiyoon,7,0.5236,0.2395,-0.0015
F08,F,5,ichillin__joonie,ichillin__joonie,ICHILLIN' 주니,ICHILLIN',Joonie,7,0.5950,-0.0880,-0.2471
F10,F,9,ichillin__sohee,ichillin__sohee,ICHILLIN' 소희,ICHILLIN',Sohee,19,0.3851,0.1320,-0.0423
F03,F,8,ichillin__yeju,ichillin__yeju,ICHILLIN' 예주,ICHILLIN',Yeju,8,0.5684,-0.0510,0.0523
F03,F,8,iii__ahra,iii__ahra,iii 아라,iii,Ahra,5,0.5737,-0.1389,-0.1823
F01,F,4,iii__evie,iii__evie,iii 이비,iii,Evie,7,0.5670,0.0721,-0.0162
F03,F,8,iii__namkhing,iii__namkhing,iii 남킹,iii,Namkhing,5,0.6092,0.0876,0.1505
F10,F,9,iii__nicole,iii__nicole,iii 니콜,iii,Nicole,8,0.4248,0.1090,0.2030
F06,F,6,iii__soobin,iii__soobin,iii 수빈,iii,Soobin,8,0.5252,0.2157,0.0770
F04,F,3,iii__taeri,iii__taeri,iii 태리,iii,Taeri,6,0.5279,-0.1260,-0.1764
F05,F,7,iii__vivi,iii__vivi,iii 비비,iii,Vivi,8,0.4859,-0.0640,-0.0712
F02,F,1,iii__yan,iii__yan,iii 얀,iii,Yan,5,0.8517,-0.0705,-0.1737
F02,F,1,kiiras__doyeon,kiiras__doyeon,키라스 도연,KIIRAS,Doyeon,7,0.7350,-0.0113,-0.1503
F08,F,5,kiiras__harin,kiiras__harin,키라스 하린,KIIRAS,Harin,7,0.6250,-0.2139,-0.0353
F02,F,1,kiiras__kurumi,kiiras__kurumi,키라스 쿠루미,KIIRAS,Kurumi,6,0.6882,0.0637,-0.2911
F04,F,3,kiiras__kylie,kiiras__kylie,키라스 카일리,KIIRAS,Kylie,5,0.6284,0.0299,-0.0163
F07,F,2,kiiras__lingling,kiiras__lingling,키라스 링링,KIIRAS,LingLing,7,0.7399,-0.2697,-0.1109
F02,F,1,kiiras__roah,kiiras__roah,키라스 로아,KIIRAS,Roah,7,0.7982,-0.0456,-0.1968
F01,F,4,lightsum__chowon,lightsum__chowon,라잇썸 초원,LIGHTSUM,Chowon,8,0.5060,0.1244,0.1189
F01,F,4,lightsum__hina,lightsum__hina,라잇썸 히나,LIGHTSUM,Hina,8,0.6336,0.1996,0.0927
F04,F,3,lightsum__huiyeon,lightsum__huiyeon,라잇썸 희연,LIGHTSUM,Huiyeon,8,0.6417,-0.0430,-0.2271
F01,F,4,lightsum__jian,lightsum__jian,라잇썸 지안,LIGHTSUM,Jian,8,0.6289,-0.1060,0.1493
