face_type_id,gender,cluster_id,member_id,alias_id,label,group_name,member_name,image_count,confidence,x,y
M07,M,0,sf9__hwiyoung,sf9__hwiyoung,SF9 휘영,SF9,Hwiyoung,9,0.5853,-0.0419,0.0067
M01,M,5,sf9__inseong,sf9__inseong,SF9 인성,SF9,Inseong,11,0.5404,0.0070,0.1407
M07,M,0,sf9__jaeyoon,sf9__jaeyoon,SF9 재윤,SF9,Jaeyoon,13,0.6513,0.0089,-0.0508
M09,M,7,sf9__taeyang,sf9__taeyang,SF9 유태양,SF9,Taeyang,9,0.6402,-0.2845,0.2245
M10,M,10,sf9__youngbin,sf9__youngbin,SF9 영빈,SF9,Youngbin,11,0.6332,0.0151,-0.3066
M09,M,7,sf9__zuho,sf9__zuho,SF9 주호,SF9,Zuho,6,0.6464,-0.0358,0.2694
M07,M,0,the_boyz__eric,the_boyz__eric,더보이즈 에릭,The Boyz,Eric,11,0.5336,-0.1311,-0.0327
M06,M,8,the_boyz__hyunjae,the_boyz__hyunjae,더보이즈 현재,The Boyz,Hyunjae,13,0.6709,-0.0370,0.1634
M10,M,10,the_boyz__jacob,the_boyz__jacob,더보이즈 제이콥,The Boyz,Jacob,15,0.5985,0.1237,-0.1365
M06,M,8,the_boyz__juhaknyeon,the_boyz__juhaknyeon,더보이즈 주학년,The Boyz,JuHaknyeon,10,0.6596,-0.1412,0.1890
M10,M,10,the_boyz__juyeon,the_boyz__juyeon,더보이즈 주연,The Boyz,Juyeon,8,0.5322,-0.1183,0.1665
M08,M,6,the_boyz__kevin,the_boyz__kevin,더보이즈 케빈,The Boyz,Kevin,6,0.6371,0.2169,0.1337
M05,M,1,the_boyz__new,the_boyz__new,더보이즈 뉴,The Boyz,New,9,0.5614,0.2188,-0.0022
M04,M,2,the_boyz__sangyeon,the_boyz__sangyeon,더보이즈 상연,The Boyz,Sangyeon,6,0.6543,0.0276,0.2809
M03,M,4,the_boyz__sunwoo,the_boyz__sunwoo,더보이즈 선우,The Boyz,Sunwoo,11,0.6637,-0.0269,-0.1288
M07,M,0,the_boyz__younghoon,the_boyz__younghoon,더보이즈 영훈,The Boyz,Younghoon,9,0.5389,-0.2183,-0.0430
M10,M,10,winner__jinu,winner__jinu,위너 진우,WINNER,Jinu,11,0.5928,-0.0353,-0.1326
M08,M,6,winner__mino,winner__mino,위너 민호,WINNER,Mino,10,0.5034,0.1003,0.0007
M08,M,6,winner__seunghoon,winner__seunghoon,위너 승훈,WINNER,Seunghoon,8,0.6840,0.4896,0.0212
M08,M,6,winner__seungyoon,winner__seungyoon,위너 승윤,WINNER,Seungyoon,11,0.4689,0.2776,-0.1563
M10,M,10,b_a_p__daehyun,b_a_p__daehyun,비에이피 정대현,B.A.P,Daehyun,8,0.5840,-0.2511,-0.1089
M08,M,6,b_a_p__jongup,b_a_p__jongup,비에이피 문종업,B.A.P,Jongup,18,0.5698,0.3251,0.2583
M03,M,4,b_a_p__yongguk,b_a_p__yongguk,비에이피 방용국,B.A.P,Yongguk,22,0.4858,0.2304,-0.0417
M02,M,3,b_a_p__youngjae,b_a_p__youngjae,비에이피 유영재,B.A.P,Youngjae,23,0.5794,0.1325,-0.1638
M07,M,0,b_a_p__zelo,b_a_p__zelo,비에이피 젤로,B.A.P,Zelo,6,0.5790,-0.0135,-0.0533
M05,M,1,day6__dowoon,day6__dowoon,데이식스 도운,DAY6,Dowoon,10,0.6148,0.1795,-0.3796
M11,M,9,day6__sungjin,day6__sungjin,데이식스 성진,DAY6,Sungjin,9,0.6298,-0.0348,-0.0263
M04,M,2,day6__wonpil,day6__wonpil,데이식스 원필,DAY6,Wonpil,9,0.5368,-0.1157,-0.1133
M08,M,6,day6__young_k,day6__young_k,데이식스 영케이,DAY6,Young K,9,0.5607,0.2099,-0.1183
M03,M,4,n_flying__dongsung,n_flying__dongsung,엔플라잉 서동성,N.Flying,Dongsung,10,0.6094,0.1811,0.2295
M02,M,3,n_flying__hun,n_flying__hun,엔플라잉 차훈,N.Flying,Hun,9,0.7122,-0.1303,-0.3440
M05,M,1,n_flying__hweseung,n_flying__hweseung,엔플라잉 유회승,N.Flying,Hweseung,7,0.6186,0.0404,-0.0590
M03,M,4,n_flying__seunghyub,n_flying__seunghyub,엔플라잉 이승협,N.Flying,Seunghyub,8,0.5704,0.0708,-0.0891
M05,M,1,vixx__hyuk,vixx__hyuk,빅스 혁,VIXX,Hyuk,7,0.6203,0.2076,0.0326
M09,M,7,vixx__ken,vixx__ken,빅스 켄,VIXX,Ken,6,0.7312,-0.0605,0.0586
M08,M,6,vixx__leo,vixx__leo,빅스 레오,VIXX,Leo,6,0.6633,0.1107,0.1461
M01,M,5,vixx__n,vixx__n,빅스 엔,VIXX,N,11,0.5888,0.0481,0.1763
M01,M,5,allday_project__tarzzan,allday_project__tarzzan,올데이 프로젝트 타잔,ALLDAY PROJECT,Tarzzan,8,0.5350,0.0166,0.0292
M09,M,7,allday_project__woochan,allday_project__woochan,올데이 프로젝트 우찬,ALLDAY PROJECT,Woochan,6,0.6181,-0.1495,0.0499
